Eteläesplanadi,Kaivokatu,Kuusisaarentie,Merikannontie,Länsituulenkuja,year,month,day,weekday
1914,4275,1639,2517,1070,2019,9,26,3
1721,3978,1320,2074,962,2019,9,27,4
944,2127,728,1381,780,2019,9,28,5
664,1676,471,958,437,2019,9,29,6
1796,3691,1487,2269,1041,2019,9,30,0
1497,3102,1207,1862,957,2019,10,1,1
1645,3411,1469,2005,1156,2019,10,2,2
1244,2401,1045,1495,792,2019,10,3,3
1279,2531,966,1338,889,2019,10,4,4
643,1545,403,794,668,2019,10,5,5
626,1363,439,816,604,2019,10,6,6
1540,3117,1318,1866,827,2019,10,7,0
1657,3398,1372,1982,884,2019,10,8,1
1651,3155,1295,1851,894,2019,10,9,2
1719,3242,1253,1869,899,2019,10,10,3
1077,2149,786,1234,707,2019,10,11,4
615,1345,290,655,569,2019,10,12,5
580,1303,563,1008,462,2019,10,13,6
811,1750,705,1105,475,2019,10,14,0
1388,2847,1114,1756,713,2019,10,15,1
1283,2461,976,1484,650,2019,10,16,2
959,1901,680,1130,571,2019,10,17,3
995,1996,760,1206,566,2019,10,18,4
500,999,282,541,366,2019,10,19,5
498,908,358,698,295,2019,10,20,6
1413,2627,1155,1677,819,2019,10,21,0
1396,2597,1060,1680,761,2019,10,22,1
1636,3052,1346,2042,897,2019,10,23,2
1565,2897,1197,1919,1231,2019,10,24,3
1157,2216,843,1371,803,2019,10,25,4
359,721,170,389,384,2019,10,26,5
217,477,174,327,240,2019,10,27,6
1057,2146,906,1306,721,2019,10,28,0
1102,2149,845,1330,622,2019,10,29,1
1068,2218,823,1347,583,2019,10,30,2
1180,2171,823,1393,630,2019,10,31,3
881,1764,760,1087,539,2019,11,1,4
303,665,180,415,264,2019,11,2,5
330,699,299,515,295,2019,11,3,6
918,1836,865,1198,574,2019,11,4,0
905,1687,749,1175,566,2019,11,5,1
851,1582,759,1082,564,2019,11,6,2
490,1044,590,746,354,2019,11,7,3
523,1082,478,681,341,2019,11,8,4
327,711,184,428,326,2019,11,9,5
181,369,133,283,156,2019,11,10,6
837,1685,806,1208,575,2019,11,11,0
960,1725,868,1278,560,2019,11,12,1
556,1018,497,786,342,2019,11,13,2
637,1282,532,933,451,2019,11,14,3
834,1728,699,1059,532,2019,11,15,4
362,741,184,386,318,2019,11,16,5
306,634,249,454,221,2019,11,17,6
952,1755,852,1294,555,2019,11,18,0
986,1702,760,1276,563,2019,11,19,1
942,1819,763,1250,598,2019,11,20,2
934,1754,775,1202,551,2019,11,21,3
786,1483,526,878,472,2019,11,22,4
367,778,200,400,395,2019,11,23,5
294,616,217,487,286,2019,11,24,6
913,1911,1052,1526,592,2019,11,25,0
920,1673,701,1157,527,2019,11,26,1
664,1350,448,968,425,2019,11,27,2
574,1076,405,779,334,2019,11,28,3
524,951,311,705,352,2019,11,29,4
187,429,114,257,151,2019,11,30,5
153,400,112,251,99,2019,12,1,6
611,1090,526,812,357,2019,12,2,0
645,1135,464,852,358,2019,12,3,1
700,1334,560,1022,448,2019,12,4,2
661,1233,497,917,447,2019,12,5,3
183,400,72,244,114,2019,12,6,4
162,374,74,202,169,2019,12,7,5
240,440,166,425,212,2019,12,8,6
605,1207,518,887,422,2019,12,9,0
521,1021,519,806,344,2019,12,10,1
586,1158,508,800,349,2019,12,11,2
627,1120,474,894,422,2019,12,12,3
608,1070,420,770,381,2019,12,13,4
305,538,150,315,229,2019,12,14,5
191,345,110,246,165,2019,12,15,6
678,1288,614,952,527,2019,12,16,0
766,1400,564,989,524,2019,12,17,1
458,826,297,614,307,2019,12,18,2
689,1325,531,951,508,2019,12,19,3
580,1123,409,761,419,2019,12,20,4
257,582,147,310,328,2019,12,21,5
170,391,88,240,200,2019,12,22,6
355,746,214,463,425,2019,12,23,0
98,165,69,214,108,2019,12,24,1
92,182,106,200,65,2019,12,25,2
140,243,111,247,156,2019,12,26,3
221,490,148,296,134,2019,12,27,4
169,339,118,242,164,2019,12,28,5
142,400,107,201,148,2019,12,29,6
359,756,257,587,312,2019,12,30,0
355,705,277,497,287,2019,12,31,1
148,276,152,298,108,2020,1,1,2
528,1060,430,772,362,2020,1,2,3
345,801,262,502,250,2020,1,3,4
247,577,211,355,221,2020,1,4,5
188,466,204,342,185,2020,1,5,6
178,409,110,253,133,2020,1,6,0
617,1247,584,976,445,2020,1,7,1
518,1018,408,780,363,2020,1,8,2
716,1459,713,1083,493,2020,1,9,3
670,1294,545,917,412,2020,1,10,4
277,540,189,390,211,2020,1,11,5
229,467,135,318,178,2020,1,12,6
702,1428,761,1081,489,2020,1,13,0
697,1495,718,993,495,2020,1,14,1
467,931,382,788,341,2020,1,15,2
753,1510,649,1056,550,2020,1,16,3
683,1426,560,952,468,2020,1,17,4
247,526,142,290,212,2020,1,18,5
256,502,242,457,251,2020,1,19,6
747,1536,730,1089,533,2020,1,20,0
778,1628,711,1185,520,2020,1,21,1
615,1423,659,968,414,2020,1,22,2
670,1282,575,950,408,2020,1,23,3
622,1241,510,802,400,2020,1,24,4
308,591,218,415,247,2020,1,25,5
238,556,228,454,184,2020,1,26,6
538,1072,563,851,363,2020,1,27,0
557,1065,504,803,378,2020,1,28,1
552,1122,522,801,380,2020,1,29,2
515,1062,508,779,343,2020,1,30,3
612,1235,519,843,469,2020,1,31,4
217,474,106,235,221,2020,2,1,5
217,537,192,355,204,2020,2,2,6
692,1261,757,1025,454,2020,2,3,0
620,1290,660,1000,415,2020,2,4,1
671,1280,560,966,399,2020,2,5,2
570,1215,597,911,432,2020,2,6,3
493,1037,468,718,353,2020,2,7,4
195,433,125,247,227,2020,2,8,5
162,370,156,220,145,2020,2,9,6
431,798,331,623,333,2020,2,10,0
699,1302,610,1057,458,2020,2,11,1
604,1174,503,845,390,2020,2,12,2
697,1310,618,965,488,2020,2,13,3
578,1222,505,827,434,2020,2,14,4
184,434,128,222,181,2020,2,15,5
109,233,62,158,100,2020,2,16,6
456,874,379,664,339,2020,2,17,0
569,1140,527,824,371,2020,2,18,1
611,1247,551,963,349,2020,2,19,2
581,1148,567,828,364,2020,2,20,3
378,797,335,523,274,2020,2,21,4
92,248,52,117,103,2020,2,22,5
306,495,316,611,212,2020,2,23,6
758,1462,790,1140,504,2020,2,24,0
746,1445,729,1143,486,2020,2,25,1
707,1432,625,991,484,2020,2,26,2
667,1252,633,971,454,2020,2,27,3
593,1227,542,842,404,2020,2,28,4
255,489,154,273,242,2020,2,29,5
108,356,85,199,105,2020,3,1,6
613,1227,645,925,466,2020,3,2,0
680,1255,713,971,433,2020,3,3,1
416,868,460,703,297,2020,3,4,2
666,1303,649,940,486,2020,3,5,3
689,1314,721,994,454,2020,3,6,4
343,729,316,451,325,2020,3,7,5
307,682,369,686,307,2020,3,8,6
784,1556,923,1259,520,2020,3,9,0
598,1135,641,940,369,2020,3,10,1
512,951,489,806,356,2020,3,11,2
671,1295,726,1080,454,2020,3,12,3
537,1181,626,950,409,2020,3,13,4
268,718,339,640,299,2020,3,14,5
262,498,459,561,227,2020,3,15,6
414,932,437,783,346,2020,3,16,0
612,1183,597,922,407,2020,3,17,1
418,902,467,850,311,2020,3,18,2
614,1173,864,1370,456,2020,3,19,3
545,927,658,1199,354,2020,3,20,4
233,521,318,571,166,2020,3,21,5
333,541,792,1111,211,2020,3,22,6
531,1019,602,1098,314,2020,3,23,0
619,964,701,1245,347,2020,3,24,1
573,1023,680,1236,393,2020,3,25,2
728,1296,954,1714,487,2020,3,26,3
658,1210,915,1498,491,2020,3,27,4
674,1143,1696,2240,508,2020,3,28,5
499,975,1295,1784,380,2020,3,29,6
625,1391,731,1302,366,2020,3,30,0
583,1089,619,1121,377,2020,3,31,1
699,1555,1089,1712,485,2020,4,1,2
638,1130,765,1233,450,2020,4,2,3
434,868,462,811,327,2020,4,3,4
772,1294,1537,2256,567,2020,4,4,5
762,1355,1859,2686,451,2020,4,5,6
834,1646,1170,1991,616,2020,4,6,0
951,2146,1314,2302,622,2020,4,7,1
1025,2206,1441,2428,697,2020,4,8,2
957,2164,1151,2037,610,2020,4,9,3
769,1634,1828,2494,477,2020,4,10,4
859,1641,1863,2571,571,2020,4,11,5
152,376,235,393,119,2020,4,12,6
879,1547,2060,2757,565,2020,4,13,0
565,1121,644,1107,430,2020,4,14,1
619,1211,753,1425,385,2020,4,15,2
514,968,689,1190,382,2020,4,16,3
884,1975,1139,1890,601,2020,4,17,4
1032,2181,1902,2853,720,2020,4,18,5
976,1922,2122,3024,547,2020,4,19,6
1132,2472,1490,2402,755,2020,4,20,0
1475,2757,2512,4199,903,2020,4,21,1
1326,2936,1911,3147,788,2020,4,22,2
1356,2679,1942,3133,790,2020,4,23,3
1126,2645,1239,2100,741,2020,4,24,4
1107,2248,2033,2940,756,2020,4,25,5
794,1669,1575,2116,478,2020,4,26,6
1184,2371,1381,2344,733,2020,4,27,0
1227,2333,1453,2219,791,2020,4,28,1
1000,1912,989,1730,589,2020,4,29,2
1340,2353,1211,2181,820,2020,4,30,3
873,1663,1406,2136,445,2020,5,1,4
824,1753,1269,1772,553,2020,5,2,5
954,2263,2383,3363,702,2020,5,3,6
1237,2635,1458,2298,764,2020,5,4,0
1818,3113,2484,3862,1055,2020,5,5,1
1655,3194,2161,3615,895,2020,5,6,2
1573,3194,1941,3357,930,2020,5,7,3
1594,3106,1707,2943,988,2020,5,8,4
1557,2830,2391,3834,1001,2020,5,9,5
923,2641,2168,3399,609,2020,5,10,6
682,1544,616,1242,396,2020,5,11,0
1430,2599,1610,2653,745,2020,5,12,1
1191,2181,1314,2226,732,2020,5,13,2
1699,3100,1850,2966,1055,2020,5,14,3
1433,2498,1426,2258,913,2020,5,15,4
568,1063,590,1014,404,2020,5,16,5
893,1551,1331,2108,447,2020,5,17,6
1607,3441,1982,3153,998,2020,5,18,0
1716,3297,1778,2689,1011,2020,5,19,1
1839,3603,1890,2989,1033,2020,5,20,2
1334,2531,2137,3427,692,2020,5,21,3
1737,3323,2237,3676,1229,2020,5,22,4
1618,2699,2484,4011,1046,2020,5,23,5
1023,2313,1593,2519,596,2020,5,24,6
2017,3787,2277,3536,1248,2020,5,25,0
2562,4522,3132,5398,1472,2020,5,26,1
2510,3990,2856,4632,1366,2020,5,27,2
1921,3504,1912,3089,1144,2020,5,28,3
2418,3846,2331,3895,1576,2020,5,29,4
1982,3257,2410,4255,1189,2020,5,30,5
1552,2649,2752,4513,962,2020,5,31,6
2434,4236,2307,3613,1209,2020,6,1,0
2702,4687,2659,4578,1384,2020,6,2,1
3066,5158,2712,4471,1368,2020,6,3,2
2151,3664,1732,2806,973,2020,6,4,3
1752,3062,1342,2261,862,2020,6,5,4
1304,2537,1052,1859,794,2020,6,6,5
1650,2789,2455,3722,899,2020,6,7,6
1724,3190,1563,2428,865,2020,6,8,0
2482,4337,2514,3872,1296,2020,6,9,1
3238,4957,3222,5406,1470,2020,6,10,2
3129,4973,2841,5279,1510,2020,6,11,3
3139,4846,2392,4418,1471,2020,6,12,4
2360,3643,2412,4415,1232,2020,6,13,5
1820,2829,2596,4633,898,2020,6,14,6
2936,4758,2693,4838,1408,2020,6,15,0
2859,4651,2350,4080,1295,2020,6,16,1
3177,4839,2486,4456,1441,2020,6,17,2
1710,2913,1260,2456,913,2020,6,18,3
1262,1998,1306,2944,524,2020,6,19,4
1147,1565,1333,2538,440,2020,6,20,5
1023,1842,1381,2570,566,2020,6,21,6
2462,4110,2242,4104,1368,2020,6,22,0
2944,4934,2776,4770,1436,2020,6,23,1
3127,5140,2909,5070,1393,2020,6,24,2
3145,5109,2679,4317,1392,2020,6,25,3
2869,4785,2141,3895,1275,2020,6,26,4
2487,3923,2232,4255,974,2020,6,27,5
1906,2926,2246,4513,840,2020,6,28,6
2058,3540,1726,3613,1067,2020,6,29,0
769,1324,743,4578,459,2020,6,30,1
1799,2986,1320,4471,976,2020,7,1,2
2296,3804,1623,2806,1065,2020,7,2,3
2523,4328,1853,3049,1234,2020,7,3,4
960,1622,616,1116,505,2020,7,4,5
955,1711,1067,1695,571,2020,7,5,6
1921,3334,1499,2624,971,2020,7,6,0
1738,3076,1464,2353,981,2020,7,7,1
2005,3433,1615,2553,991,2020,7,8,2
2043,3302,1565,2512,1077,2020,7,9,3
2265,3738,1935,2964,1211,2020,7,10,4
649,1165,358,606,344,2020,7,11,5
1502,2628,2087,3008,787,2020,7,12,6
1563,2840,1267,2038,918,2020,7,13,0
2147,3723,1782,3057,1152,2020,7,14,1
2400,4000,2049,3417,1112,2020,7,15,2
2250,3896,1925,3324,1076,2020,7,16,3
2336,3768,1768,3098,1075,2020,7,17,4
2037,2974,1614,3020,807,2020,7,18,5
1521,2429,1633,2851,668,2020,7,19,6
1918,3298,1704,2893,1004,2020,7,20,0
2119,3467,1535,3207,973,2020,7,21,1
1948,3374,1594,2482,949,2020,7,22,2
1584,2771,1186,2002,901,2020,7,23,3
1143,2031,723,1283,627,2020,7,24,4
1401,2189,1006,1859,741,2020,7,25,5
1701,2465,1941,3276,688,2020,7,26,6
2243,3850,1914,3474,1098,2020,7,27,0
1407,2388,1001,1788,734,2020,7,28,1
1506,2428,1279,2131,826,2020,7,29,2
2150,3437,1647,2757,1041,2020,7,30,3
2202,3619,1731,2959,1056,2020,7,31,4
2081,2923,1538,2696,897,2020,8,1,5
1365,2099,1416,1929,646,2020,8,2,6
1984,3071,1605,2799,911,2020,8,3,0
2432,4136,1813,2963,1024,2020,8,4,1
3048,4723,2345,3962,1332,2020,8,5,2
2682,4477,1942,3203,1154,2020,8,6,3
2819,4268,1996,3315,1226,2020,8,7,4
2323,3318,1997,3702,1071,2020,8,8,5
1925,2826,2121,3716,905,2020,8,9,6
3004,5037,2626,4282,1445,2020,8,10,0
3164,4995,2549,4012,1491,2020,8,11,1
2952,4841,2364,3657,1359,2020,8,12,2
2932,4680,2199,3601,1344,2020,8,13,3
2937,4726,2136,3505,1380,2020,8,14,4
2600,3526,1868,3476,1145,2020,8,15,5
2149,2996,2331,4199,999,2020,8,16,6
3275,5280,2690,4606,1588,2020,8,17,0
3528,5458,2878,4569,1591,2020,8,18,1
3632,5589,2920,4927,1528,2020,8,19,2
3771,5673,2845,4715,1488,2020,8,20,3
3397,5194,2410,4335,1537,2020,8,21,4
957,1649,478,799,446,2020,8,22,5
1779,2634,1976,3171,856,2020,8,23,6
2474,3879,1700,2741,1104,2020,8,24,0
2852,4573,2215,3495,1359,2020,8,25,1
3260,5155,2458,3819,1394,2020,8,26,2
3233,5084,2392,3874,1468,2020,8,27,3
3011,4575,1911,3008,1376,2020,8,28,4
1943,2777,1261,2119,1052,2020,8,29,5
918,1461,704,1163,417,2020,8,30,6
2254,3684,1637,2559,1007,2020,8,31,0
3178,5103,2589,4102,1415,2020,9,1,1
3063,5091,2206,3456,1327,2020,9,2,2
2576,3938,1522,2550,1048,2020,9,3,3
2297,3555,1349,2314,1066,2020,9,4,4
1241,1859,693,1242,601,2020,9,5,5
1051,1697,1000,1677,591,2020,9,6,6
2548,3905,1971,3263,1191,2020,9,7,0
1748,2946,1196,2055,812,2020,9,8,1
2072,3400,1480,2437,978,2020,9,9,2
2461,4048,1703,2769,1098,2020,9,10,3
2383,4061,1774,2878,1254,2020,9,11,4
721,1278,347,715,407,2020,9,12,5
1234,2058,1485,2411,639,2020,9,13,6
2667,4332,2186,3467,1279,2020,9,14,0
2842,4569,2243,3661,1256,2020,9,15,1
2334,3617,1472,2612,986,2020,9,16,2
1238,2038,625,1174,572,2020,9,17,3
2250,3721,1667,2573,1212,2020,9,18,4
1499,2523,1227,1972,870,2020,9,19,5
1214,2053,1296,2008,746,2020,9,20,6
2479,3975,1836,2905,1173,2020,9,21,0
2579,4184,1960,3224,1275,2020,9,22,1
2713,4542,2213,3372,1263,2020,9,23,2
2882,4713,2086,3499,1245,2020,9,24,3
2364,3635,1467,2453,1168,2020,9,25,4
1766,2618,1484,2284,904,2020,9,26,5
1546,2178,1776,2725,828,2020,9,27,6
2608,3961,2054,3279,1228,2020,9,28,0
2434,3794,1758,2854,1162,2020,9,29,1
2606,4037,1804,3229,1364,2020,9,30,2
2725,3906,1878,3022,1321,2020,10,1,3
2362,3945,1775,2579,1441,2020,10,2,4
1570,2179,815,1878,889,2020,10,3,5
633,997,424,811,400,2020,10,4,6
2597,3783,1924,3267,1197,2020,10,5,0
2168,3206,1358,2269,948,2020,10,6,1
2600,3815,1860,3063,1175,2020,10,7,2
2182,3126,1263,2269,985,2020,10,8,3
1769,2501,1035,1854,862,2020,10,9,4
1538,2193,1249,2014,859,2020,10,10,5
886,1327,809,1352,545,2020,10,11,6
1783,2951,1241,2212,889,2020,10,12,0
1998,3067,1345,2441,954,2020,10,13,1
1904,2981,1386,2305,956,2020,10,14,2
1701,2818,1175,2090,789,2020,10,15,3
1478,2538,1010,1777,737,2020,10,16,4
937,1573,817,1279,560,2020,10,17,5
751,1170,726,1212,402,2020,10,18,6
1546,2331,1014,1811,775,2020,10,19,0
1690,2705,1115,2094,779,2020,10,20,1
1274,2056,716,1442,659,2020,10,21,2
1007,1563,518,1187,504,2020,10,22,3
1536,2451,869,1708,775,2020,10,23,4
1058,1633,784,1280,564,2020,10,24,5
797,1251,811,1127,366,2020,10,25,6
1538,2525,1019,2007,697,2020,10,26,0
1331,1989,800,1715,668,2020,10,27,1
1712,2710,1142,2205,819,2020,10,28,2
1867,2717,1115,2232,875,2020,10,29,3
1559,2610,1044,1856,844,2020,10,30,4
801,1369,658,1490,409,2020,10,31,5
691,1093,737,1304,380,2020,11,1,6
1129,1910,792,1509,661,2020,11,2,0
1485,2390,1008,2058,826,2020,11,3,1
1355,2133,918,1721,649,2020,11,4,2
1555,2256,971,1855,787,2020,11,5,3
1473,2294,1032,1931,885,2020,11,6,4
961,1527,853,1485,590,2020,11,7,5
599,1022,727,1293,338,2020,11,8,6
1416,2275,1001,1901,744,2020,11,9,0
1507,2286,941,1968,693,2020,11,10,1
1270,1871,739,1626,631,2020,11,11,2
1508,2246,899,1955,723,2020,11,12,3
1315,2169,788,1577,812,2020,11,13,4
805,1271,560,1004,514,2020,11,14,5
649,1060,578,1059,401,2020,11,15,6
1298,1950,817,1588,612,2020,11,16,0
967,1519,569,1242,570,2020,11,17,1
1303,2149,775,1793,708,2020,11,18,2
684,1264,374,880,341,2020,11,19,3
757,1216,483,900,427,2020,11,20,4
418,715,250,486,271,2020,11,21,5
546,914,627,987,369,2020,11,22,6
1097,1809,774,1573,656,2020,11,23,0
1139,1813,780,1612,633,2020,11,24,1
934,1466,553,1168,521,2020,11,25,2
998,1509,556,1343,541,2020,11,26,3
983,1639,582,1181,593,2020,11,27,4
601,920,412,859,398,2020,11,28,5
322,585,229,444,186,2020,11,29,6
643,947,375,932,339,2020,11,30,0
770,1146,439,1199,420,2020,12,1,1
1029,1354,648,1234,575,2020,12,2,2
868,1366,511,1122,474,2020,12,3,3
655,959,382,789,380,2020,12,4,4
474,722,333,675,364,2020,12,5,5
374,561,347,784,274,2020,12,6,6
857,1329,608,1247,506,2020,12,7,0
945,1425,602,1276,547,2020,12,8,1
890,1378,456,1150,486,2020,12,9,2
864,1349,490,1101,485,2020,12,10,3
751,1149,425,907,437,2020,12,11,4
385,734,323,669,341,2020,12,12,5
336,560,324,621,232,2020,12,13,6
793,1266,384,1152,463,2020,12,14,0
813,1217,458,1099,454,2020,12,15,1
636,982,344,898,408,2020,12,16,2
889,1399,505,1173,551,2020,12,17,3
603,843,250,720,305,2020,12,18,4
475,773,292,619,318,2020,12,19,5
279,500,285,482,229,2020,12,20,6
660,1156,388,819,494,2020,12,21,0
707,1228,361,918,545,2020,12,22,1
450,725,197,524,356,2020,12,23,2
204,335,175,491,167,2020,12,24,3
109,213,183,321,104,2020,12,25,4
172,326,205,421,168,2020,12,26,5
173,305,146,301,186,2020,12,27,6
401,697,294,571,328,2020,12,28,0
337,523,177,474,221,2020,12,29,1
323,582,172,468,264,2020,12,30,2
379,568,209,514,274,2020,12,31,3
248,366,306,469,174,2021,1,1,4
230,445,218,404,202,2021,1,2,5
90,174,127,185,81,2021,1,3,6
234,558,257,526,196,2021,1,4,0
297,622,263,570,241,2021,1,5,1
139,297,185,301,138,2021,1,6,2
351,635,354,596,257,2021,1,7,3
363,705,317,615,273,2021,1,8,4
177,317,166,282,166,2021,1,9,5
90,270,157,223,107,2021,1,10,6
260,557,273,530,240,2021,1,11,0
84,212,179,276,136,2021,1,12,1
60,182,142,246,88,2021,1,13,2
151,309,200,343,105,2021,1,14,3
124,241,124,228,86,2021,1,15,4
79,209,59,154,73,2021,1,16,5
55,199,84,145,74,2021,1,17,6
245,509,259,560,182,2021,1,18,0
183,425,296,459,184,2021,1,19,1
166,466,253,453,178,2021,1,20,2
88,275,188,285,111,2021,1,21,3
140,434,183,261,146,2021,1,22,4
98,274,84,164,98,2021,1,23,5
69,226,125,225,93,2021,1,24,6
197,471,266,455,171,2021,1,25,0
237,577,267,549,195,2021,1,26,1
269,542,293,495,192,2021,1,27,2
223,512,298,521,196,2021,1,28,3
215,498,280,493,185,2021,1,29,4
72,173,93,142,71,2021,1,30,5
50,151,72,105,42,2021,1,31,6
172,454,295,526,159,2021,2,1,0
223,507,312,527,199,2021,2,2,1
0,436,288,484,168,2021,2,9,1
0,474,249,463,165,2021,2,10,2
0,346,206,401,144,2021,2,11,3
0,356,201,363,119,2021,2,12,4
0,242,148,225,99,2021,2,13,5
0,179,131,216,77,2021,2,14,6
0,423,340,473,225,2021,2,15,0
0,523,419,587,202,2021,2,16,1
0,451,236,450,148,2021,2,17,2
0,361,204,377,157,2021,2,18,3
0,474,280,409,180,2021,2,19,4
0,130,72,157,59,2021,2,21,6
0,298,177,271,113,2021,2,22,0
0,251,115,230,77,2021,2,23,1
0,323,193,270,101,2021,2,24,2
0,416,220,382,138,2021,2,26,4
0,356,267,362,116,2021,2,27,5
0,374,287,493,131,2021,2,28,6
0,546,398,607,218,2021,3,16,1
0,535,378,589,196,2021,3,17,2
0,568,382,634,203,2021,3,18,3
0,610,395,556,210,2021,3,19,4
0,299,144,197,107,2021,3,20,5
0,354,244,349,104,2021,3,21,6
0,703,510,796,304,2021,3,22,0
0,815,615,896,281,2021,3,23,1
0,786,444,690,324,2021,3,24,2
0,1011,712,965,426,2021,3,25,3
0,1024,684,905,379,2021,3,26,4
0,952,1005,1307,416,2021,3,27,5
0,793,443,726,310,2021,3,29,0
0,1246,867,1340,426,2021,3,30,1
969,1711,1108,1843,581,2021,4,1,3
517,764,881,1381,311,2021,4,2,4
726,1026,1184,1764,432,2021,4,3,5
646,908,1244,1637,431,2021,4,4,6
176,455,193,333,164,2021,4,5,0
779,1349,693,1208,483,2021,4,6,1
1046,1462,1026,1649,512,2021,4,7,2
1295,2028,1329,2259,736,2021,4,8,3
496,784,370,640,295,2021,4,9,4
465,784,529,798,304,2021,4,10,5
1017,1644,2164,3126,608,2021,4,11,6
1362,2109,1388,2217,716,2021,4,12,0
1420,2140,1440,2337,745,2021,4,13,1
1596,2333,1593,2600,936,2021,4,14,2
1683,2433,1703,2840,904,2021,4,15,3
1629,2479,1747,2878,891,2021,4,16,4
1514,2129,2295,3697,935,2021,4,17,5
1430,1985,2510,3896,752,2021,4,18,6
1876,2700,1953,3177,1091,2021,4,19,0
1862,2816,2057,2993,1059,2021,4,20,1
1977,2974,2039,3184,1027,2021,4,21,2
1752,2670,1769,2734,1025,2021,4,22,3
803,1289,579,981,462,2021,4,23,4
510,771,446,694,368,2021,4,24,5
648,990,852,1315,475,2021,4,25,6
1132,1727,1044,1607,681,2021,4,26,0
1492,2135,1329,2148,772,2021,4,27,1
1671,2483,1546,2433,872,2021,4,28,2
1830,2673,1460,2377,997,2021,4,29,3
1848,2508,1318,2218,1083,2021,4,30,4
1127,1508,1066,1794,598,2021,5,1,5
1186,1577,1836,2518,729,2021,5,2,6
1811,2512,1520,2349,973,2021,5,3,0
1910,2757,1770,2730,1052,2021,5,4,1
1092,1503,781,1239,582,2021,5,5,2
1624,2177,1043,1869,879,2021,5,6,3
1510,2252,1123,1850,854,2021,5,7,4
1224,1677,1119,1897,763,2021,5,8,5
1024,1402,1496,2188,627,2021,5,9,6
1776,2452,1609,2480,986,2021,5,10,0
2729,3961,2700,4431,1364,2021,5,11,1
2899,3685,2564,4104,1375,2021,5,12,2
2136,2672,2522,4256,1047,2021,5,13,3
2030,2928,1659,2611,1101,2021,5,14,4
1458,2091,1276,2027,678,2021,5,15,5
1549,2081,2293,3361,1002,2021,5,16,6
1471,2115,1201,1854,802,2021,5,17,0
1829,2693,1455,2410,1004,2021,5,18,1
1414,2034,1048,1802,817,2021,5,19,2
1882,2800,1450,2333,950,2021,5,20,3
1420,2065,911,1671,779,2021,5,21,4
1935,2605,1793,2907,1111,2021,5,22,5
1226,1843,1646,2318,720,2021,5,23,6
2445,3397,2346,3315,1283,2021,5,24,0
2545,3749,2455,3628,1232,2021,5,25,1
765,1016,488,867,388,2021,5,26,2
2061,2769,1533,2528,1022,2021,5,27,3
2400,3333,1892,3020,1369,2021,5,28,4
1987,2646,1926,2898,1073,2021,5,29,5
1538,2205,2175,3333,858,2021,5,30,6
2051,2951,1625,2516,1133,2021,5,31,0
2766,4109,2585,4085,1360,2021,6,1,1
2988,4379,2792,4421,1406,2021,6,2,2
2947,4434,2508,4003,1379,2021,6,3,3
2884,4349,2199,4066,1454,2021,6,4,4
2137,2968,1906,3465,1301,2021,6,5,5
1497,2047,1778,2705,810,2021,6,6,6
2626,3406,2109,3477,3208,2021,6,7,0
3093,4241,2820,4486,3742,2021,6,8,1
3194,4838,2658,4721,3471,2021,6,9,2
3208,4492,2643,4605,3590,2021,6,10,3
3052,4303,2253,4229,3412,2021,6,11,4
1777,2736,1283,1973,2427,2021,6,12,5
1345,1864,1199,1992,2223,2021,6,13,6
2809,3966,2201,3513,4018,2021,6,14,0
2873,4184,2091,3530,4425,2021,6,15,1
3104,4760,2336,3582,3449,2021,6,16,2
3189,4472,2378,3956,3344,2021,6,17,3
3328,4420,2070,3783,3234,2021,6,18,4
2497,3348,1967,3738,2432,2021,6,19,5
1954,2659,1978,3784,2031,2021,6,20,6
2958,4160,2343,4343,3150,2021,6,21,0
3209,4413,2309,4470,2970,2021,6,22,1
2600,3356,1750,2701,2537,2021,6,23,2
2305,3229,1594,2544,2701,2021,6,24,3
1256,1658,1008,2020,1262,2021,6,25,4
1222,1514,1177,2154,1024,2021,6,26,5
1009,1581,1137,2073,1433,2021,6,27,6
2401,3449,1979,3550,3104,2021,6,28,0
2930,3933,2246,3985,3113,2021,6,29,1
2700,3755,1856,2923,2540,2021,6,30,2
2856,3967,2159,3529,3049,2021,7,1,3
2706,3830,1776,3109,3075,2021,7,2,4
2280,3138,1714,3328,2315,2021,7,3,5
1979,2594,1834,3400,1780,2021,7,4,6
2496,3651,2050,3614,2809,2021,7,5,0
2663,3657,1883,3145,2656,2021,7,6,1
2676,3708,2068,3569,2851,2021,7,7,2
2039,2924,1323,2465,2248,2021,7,8,3
2419,3175,1611,2688,2613,2021,7,9,4
2231,2763,1498,3001,1922,2021,7,10,5
1632,2455,1524,2816,1722,2021,7,11,6
2290,3471,1756,3216,2706,2021,7,12,0
2547,3783,2092,3643,2534,2021,7,13,1
2517,3648,1861,3400,2334,2021,7,14,2
2549,3338,1603,3114,2260,2021,7,15,3
2225,3234,1462,2631,2383,2021,7,16,4
1865,2744,1516,2592,2062,2021,7,17,5
1579,2038,1340,2099,1602,2021,7,18,6
1993,3100,1638,2481,2589,2021,7,19,0
1732,2667,1273,1925,2243,2021,7,20,1
2197,3395,1615,2459,2509,2021,7,21,2
2227,3079,1593,2413,2476,2021,7,22,3
2251,2979,1322,2177,2333,2021,7,23,4
1974,2603,1324,2096,1973,2021,7,24,5
1675,2319,1631,2470,1923,2021,7,25,6
